,weight
0,1.3306628112696368
1,1.201276325038517
2,0.1471514805735402
3,-0.29912448169932976
4,0.8130056957425811
5,0.17030699563057838
6,-1.039643931517315
7,0.6025871482083379
8,0.04010006676214992
9,-1.1762399745231937
10,0.5263503980198136
11,-2.744884989806827
12,1.6337869247102077
13,-0.37563102065448656
14,0.7756783383295277
15,1.8526691960990387
16,0.5486468527453674
17,1.1532402102734352
18,-0.20680710245858028
19,0.8368624021374216
20,0.8636981622915898
21,-0.22947532257435826
22,0.12187913502497694
23,-1.2470573007096803
24,-1.3865051313064185
25,0.2815512516986555
26,-2.0185621289359057
27,1.418534390268866
28,0.8869272905014398
29,0.32760976158366684
30,0.17430487286343116
31,-0.20444605434685312
32,0.3751368230538316
33,-1.6016025286923765
34,0.06831945758582725
35,0.7415649141997851
36,-0.7682059444256473
37,-0.10487814321903124
38,-1.0541874232935122
39,-1.071719763391586
40,0.5788153438254082
41,0.6222215994850372
42,0.28621187087703215
43,0.0530388451420011
44,3.0784165484490664
45,1.1953328229839195
46,-1.5231821377909638
47,0.9173185155203243
48,-0.26333583369951613
49,-0.9940779935976248
50,-0.6851625890106036
51,-0.28859823980513427
52,0.45811717143068664
53,-1.6938519288559262
54,-1.2011799589765717
55,0.056723905837841405
56,0.9859101745513309
57,1.5125739433820682
58,1.8771895986964104
59,1.1564877509968574
60,0.751142648860808
61,-0.07735592993336907
62,-1.2346455361110762
63,2.092388172520444
64,-0.16072828028729083
65,-0.5424965598662846
66,0.6884884319202275
67,2.2049779926402424
68,-0.991753842945104
69,-0.0732262845664133
70,0.500206199508692
71,1.0165700839804062
72,-0.18461415661773745
73,1.6540831286341493
74,0.21109648208151696
75,-0.16539383277622918
76,1.7868713051157805
77,1.017831117116949
78,-0.04326742839461874
79,-1.047855311626681
80,-0.20044605306614746
81,-0.07476314375999428
82,2.375512289938738
83,-1.3321374956540282
84,0.3216781901381676
85,-0.1756105708998559
86,-0.5159739455099456
87,-0.7539167696956383
88,-1.7589770810954564
89,-0.13045813263382966
90,0.6013592117443487
91,-0.3307755327879819
92,2.3866153852143905
93,-1.381903044787634
94,2.990750590438983
95,0.3552274083135768
96,-1.7772221170743372
97,0.6674964038239328
98,-0.6355018197422213
99,0.410040201387396
100,1.1102587878205152
101,0.5513557313099626
102,-0.997523521389491
103,1.6531525773987648
104,1.1441585241072623
105,0.9398141114707897
106,1.1208848402819451
107,-0.35584931767135525
108,-1.4752833657475795
109,-0.3459677360397165
110,0.14018474601275588
111,1.2936855230854056
112,0.9903866032122461
113,0.993596757834976
114,-1.0351989912145991
115,-2.562687453812154
116,1.0754872003139428
117,-1.1059161478310657
118,-0.7001627742867537
119,-1.5323780994561667
120,1.3855591101961409
121,-1.209965958848347
122,-0.2924785803845016
123,-2.1049991659412997
124,1.5179216550566936
125,-0.1547707447643756
126,1.3636396980718817
127,-1.3984832092636423
128,0.1763499633042302
129,0.576713906894203
130,2.549942652404664
131,1.4394845845826814
132,-0.23161885211739364
133,1.1767630868918135
134,0.9856634816296691
135,0.1480964036011629
136,-0.9341661827935267
137,-1.4157952071607702
138,0.1276698767637769
139,0.03170043657889447
140,1.1401289892449227
141,-1.2707735812076413
142,0.347891113310227
143,0.9876099996999648
144,-0.4972901612647442
145,-0.5794990657791306
146,0.6465648185777652
147,-0.2171749783417596
148,-0.4443427453690303
149,0.22745887259770106
150,-0.37939253956903135
151,0.26425797599083256
152,0.029037919236284394
153,0.5101278719336578
154,0.22329995127672397
155,-3.322796125703226
156,0.7884645369644214
157,0.07018965801598334
158,-1.9308896593033475
159,-2.1934265941082938
160,0.6790850620624669
161,0.8891394353733304
162,1.9573528071156434
163,-0.12896135240669088
164,-0.6760765520260001
165,1.353476525002741
166,0.30898414757822684
167,0.16389914676571302
168,0.9433301050192858
169,-0.8291869416377542
170,0.19831765653137381
171,0.5650134439071404
172,2.0070809859068146
173,-1.4205420433448972
174,-0.9862441670375881
175,-0.585077098506826
176,-1.2883843237163117
177,0.5902726377929668
178,0.1289296563429405
179,0.21472843698178729
180,1.9877686941415937
181,0.005097154437103858
182,1.285067543237701
183,-1.1435772262284922
184,-0.8357258846581429
185,-0.10705459347045047
186,0.9052656737560929
187,-0.2264924535067829
188,0.3401917654854238
189,-0.6901288815147771
190,0.2536522130667077
191,-0.2645547049770267
192,-1.671717539309281
193,-1.3183698356803322
194,0.3089285643558051
195,1.1767783314676847
196,2.1839021163385137
197,1.6178934231410713
198,0.20338991923950303
199,1.2649031449828783
200,-0.9536285452500055
201,1.5600245965891126
202,0.19089749138470216
203,2.8989399461928183
204,0.6936856838872358
205,-0.11453705467910522
206,-1.3923761981069074
207,-2.8113821056576094
208,-1.4301661734605866
209,0.05489930355002029
210,1.6024987732681248
211,-0.559940457234052
212,-0.25294746092983145
213,1.420080774615828
214,-2.601109030651266
215,1.1604167098665403
216,-1.29085168636093
217,1.5388354305264464
218,-2.6912574395668205
219,-2.0770867189673727
220,-1.0644124407716788
221,-0.645027395230519
222,-2.2898527122764145
223,1.3892258535850377
224,-0.2681489749994703
225,-0.43811520506352186
226,0.03334804841534009
227,-2.0071746485374002
228,-0.1654384147363005
229,-0.5565242407120822
230,-0.2870820190777521
231,-0.036502910163688146
232,0.7785624186666811
233,0.33556893513280417
234,-0.964077552589574
235,0.1773548026296909
236,1.2660471710602224
237,-0.7084390452042665
238,0.6830128627684408
239,1.1895297897161945
240,-1.6739210324292564
241,-0.8394425374155728
242,0.20929102463867533
243,1.0884995063615224
244,-0.9263929943957653
245,-0.268603251020589
246,0.06526123426099244
247,-0.6296847610025587
248,0.09673228234735039
249,-0.6937955753676277
250,0.9612806782725327
251,1.6565712852095615
252,1.1536000042783812
253,0.22251691190303066
254,-0.7788725400832381
255,2.604302320366862
256,0.25336471986195064
257,-1.2862789300354767
258,-2.069577818056808
259,1.152066898895591
260,-0.9059432277966754
261,0.65465585754959
262,-0.2713107007681463
263,0.8902860242434089
264,-1.9077135631893662
265,-2.335289016639207
266,-0.2839876824043391
267,0.08168112900442373
268,-1.3416574131948755
269,-1.5595742328184594
270,-1.7274801682018952
271,0.9759757265339367
272,-0.9008978952510723
273,1.2947536407011535
274,-1.1396316687853703
275,-2.153451388955009
276,-0.9331496971212421
277,0.021279868938583194
278,1.5344463929606136
279,-0.7951897474764635
280,0.32471457929896475
281,-1.9735995002557245
282,-1.5711353840078726
283,2.423699885213487
284,-1.5115098261766
285,-1.7791754032974476
286,-0.5317785541212278
287,-0.07819055414786187
288,-1.3972195345011347
289,-1.4876653195057963
290,0.19485312732431828
291,-0.6464743317849391
292,1.6879048500996063
293,-0.2787905929381563
294,-0.655197753699061
295,1.2175985085049688
296,-1.7221426381383678
297,0.13562613749121621
298,0.06807143359907285
299,0.4572667145809566
300,0.16453227178199792
301,0.3250530268243177
302,-0.14731218831105583
303,0.2948909864482868
304,2.0309475720688077
305,-0.8994428983017214
306,1.5007991843333603
307,0.27588657271082345
308,-0.33840795758279074
309,1.944739398432092
310,1.8597866281437636
311,1.1122066461504385
312,-0.49411064774843233
313,0.6516358023252677
314,0.9948891251628385
315,-0.08463495193450497
316,0.6521912005454943
317,-1.788966597216466
318,0.16661171735502334
319,-2.359937299418337
320,2.6749992491838834
321,-1.9233486169730076
322,-0.7242716504520186
323,0.8358757944866415
324,0.23915672947873154
325,-0.45413186881552026
326,-1.1984865467160803
327,0.998375138459123
328,-0.6881228143277399
329,0.45069910406966185
330,-0.28121103051211804
331,0.259831518238091
332,0.8750032055483489
333,2.5787208951869705
334,-1.559449567996816
335,0.37257030559621424
336,2.3523845300797848
337,0.344430191500819
338,0.3149088382189138
339,1.510677061387118
340,1.6414131980260884
341,-0.5821577878019257
342,0.04828285578130451
343,-0.29433204970838406
344,-1.5071849170646565
345,1.421894831659846
346,-1.7645252766611246
347,-3.3381708999513156
348,-0.9238034041080438
349,1.466747013205205
350,-1.1990007367950373
351,0.41324052187234017
352,-3.9420639714890053
353,-0.5455741671614632
354,1.0282594212504437
355,1.0905173518921472
356,-1.9938333818598613
357,-0.23340766248192446
358,0.05006384689852172
359,0.02200770607162635
360,0.35995682549022107
361,-0.42818483378298133
362,-0.8905332850313378
363,-0.595881893447804
364,0.38974787547535245
365,-0.49812699365084795
366,0.030201821618916172
367,-0.8594434218309427
368,0.5273503986554405
369,2.121798091160651
370,-1.2966200674846422
371,0.4469371666713026
372,0.8420044296753334
373,-0.9463614201755743
374,-3.2163520950303885
375,-0.6821120205676585
376,1.4808711878087422
377,-0.2456502958050566
378,1.605559560282289
379,0.6845321494410104
380,-0.041837456022825896
381,-0.6445737080956699
382,0.05545123282263374
383,1.054314114792842
384,0.5216179021221524
385,-0.8730660366665612
386,-1.1394632346809788
387,1.50321426919863
388,-1.9906754804842561
389,-0.8165850936417236
390,-0.7387956282207921
391,-0.9472562136384564
392,-0.5456268277841213
393,1.0936493692051146
394,1.4965455427974836
395,1.2978569327960185
396,-0.6121501210580745
397,-0.9548365232300974
398,-2.4627714135917196
399,-0.24807811596650714
400,0.6504202951018431
401,0.4942878124501413
402,-0.04902851251670877
403,-0.8157760175832964
404,-0.025694154334993936
405,-0.5302550778151727
406,0.05523682218268406
407,0.631527274284622
408,2.5112148723326895
409,-0.16361503734437238
410,-0.2963513064691054
411,1.3209153868288488
412,-0.7152853122272731
413,0.21198003716894243
414,1.9401489194783943
415,-0.2613695075554229
416,0.837477877535388
417,1.3080287254065441
418,-0.6102130653878346
419,-0.24010968454326845
420,0.905100283222813
421,-1.104279751233235
422,0.06937231273520446
423,1.2466244002295286
424,-0.7405293652654705
425,-0.4089793670265654
426,1.5479814112911015
427,-0.28925650033720934
428,-0.38378977726675745
429,-1.0604038336644372
430,-0.6081468247661377
431,-0.01266115886150406
432,1.504314690469792
433,0.11551471661567242
434,2.74736689702868
435,-0.11603834958758961
436,-2.2837144805456284
437,-1.0089096871633167
438,-0.016309634674846224
439,-0.8209070231356719
440,-0.3699619140575277
441,-0.2585892574916799
442,0.2446878905841768
443,1.1370303738061078
444,1.9384946028980559
445,0.5068945966716409
446,0.22968107855713799
447,-1.1482527416551416
448,0.3392422261209482
449,-1.3950991513217796
450,0.001986394434910177
451,1.5232081838079583
452,0.30302084668845586
453,-1.2143781303869987
454,-0.6653138795465704
455,-1.530146937706288
456,0.0069369290036162615
457,-1.82940960075106
458,2.3504100850748384
459,0.23104292176308505
460,0.8592146971142517
461,-0.4595668157116652
462,-0.09015431129429363
463,-1.2682877835983393
464,0.7514008981920758
465,0.7884182669785654
466,1.204158074264165
467,0.024163803067153967
468,-1.5935183493622305
469,-1.7117281159176534
470,0.5210917015219974
471,0.21894800045747959
472,-0.21627406959588116
473,-0.2154665609360156
474,0.33867481497630303
475,0.12416459497204771
476,-1.7194455181670212
477,1.313839362932118
478,-1.850582615390516
479,0.38772765427692885
480,-2.7151198149303757
481,-0.5548081014837257
482,1.1168926228535792
483,1.926000524438832
484,0.9479562097481059
485,-0.47383131589404837
486,0.10279000197643859
487,-2.4443307468368074
488,-0.04701481348084341
489,-0.997910921845152
490,-0.4537679850496881
491,-0.0842167386420344
492,-0.14655944653090408
493,0.7065347352938225
494,-0.23906531383817906
495,-1.2849049334508413
496,-0.818942543257393
497,0.4523458049642045
498,-0.7684739057591652
499,0.4880016667458646
500,-0.47873977796160483
501,0.6432231751165095
502,2.546664703694339
503,-1.2124457652147083
504,-1.3270362639882956
505,-0.8150828098023658
506,-3.6344005406726816
507,-0.4725580444489315
508,0.41471805223114183
509,0.9239173142625916
510,-2.9710831740096006
511,0.44620015223353293
512,1.9718180164433994
513,0.18353566945807107
514,0.5768599550648185
515,1.4651001640115526
516,-1.893816473371626
517,-2.4072991217733954
518,0.1571758545162094
519,-0.27928670116472776
520,1.8924666986399512
521,-0.22325902850356474
522,0.4752687747678965
523,-0.3056547194863654
524,0.6194447823529998
525,1.6654144747942643
526,-0.39345645610018404
527,0.8337847625961451
528,-1.0309632269433937
529,-0.07494659323846696
530,-0.3311333300602207
531,-3.170678722691486
532,-0.44505385157362315
533,0.7963601329214999
534,1.0467057542337619
535,0.19771003763509534
536,0.25385687059258943
537,1.3899626815774189
538,0.12519861933157328
539,-1.1172916055394047
540,0.5780008130173045
541,-1.152935645392402
542,-0.6841339513854707
543,-1.4871661513975964
544,0.9097906737403347
545,0.85317079070403
546,-0.16479422531258722
547,2.1109815120607456
548,1.1101126067825686
549,-0.7106698064898085
550,-0.47119175048936773
551,-0.4881822064181625
552,-1.3737233848243144
553,-2.1582526035612655
554,0.8211084291080292
555,-0.6552669232546471
556,-0.3607546186000374
557,0.5409672941603457
558,-0.34708332293021
559,-0.37778241033026494
560,3.277265930448296
561,-0.24116604617587
562,-0.13924613240965664
563,-0.5253566779570846
564,1.758269426662537
565,0.5477304281617372
566,1.3690925444433084
567,1.0162773594528394
568,0.08296736278283393
569,1.3972502913524483
570,1.9895528261159345
571,0.5215982753347814
572,1.3833467900165828
573,0.6962728688778963
574,1.3858283795868476
575,0.03876965727390197
576,-0.7016601152989397
577,0.3738833438771918
578,-0.6555411846576451
579,1.684741887490127
580,1.186849873689958
581,-2.118004446197855
582,-1.050820441794667
583,-0.7554241101875978
584,-0.7015068319905273
585,-0.5528219751671778
586,-0.7340375656957493
587,1.7807231675571253
588,-1.1312359303878092
589,1.4372337423556634
590,0.28211570355498816
591,-1.4565096467063565
592,0.17904356424318527
593,-0.894440619290363
594,1.1184438678841204
595,-1.1111096325018561
596,-0.24236706052366375
597,1.4142274786614306
598,-0.3677495981337653
599,-1.98264924686997
600,0.10958272719319488
601,-1.884812949408013
602,-0.0884651926788162
603,-0.03704784761863246
604,0.35268384407298103
605,-0.6807404208842471
606,0.3099177080334817
607,-1.2960737384425443
608,0.3993315123308729
609,-1.0113991606218415
610,1.6661717493723185
611,0.6531798622674075
612,0.7250929125620819
613,-0.5778881822141164
614,-2.802373436219927
615,0.08347175268913494
616,0.9634448428777512
617,1.0026461502126736
618,-0.7754049790276794
619,1.0476869987253405
620,-1.2505385649579697
621,-0.6626865747131457
622,0.9774235104976752
623,-2.0170255123735585
624,-0.07222832942010364
625,-0.2370536276927761
626,1.2647771473911638
627,-0.07359922451497714
628,0.3303016095981103
629,0.2956931069363992
630,-0.42705954746239355
631,-0.42057688001604737
632,-1.6179297744850025
633,1.724670959952803
634,1.078901752553405
635,0.620822632850877
636,-0.018611889551394336
637,0.8124332973633127
638,-0.09787609764333027
639,0.6268300857764911
640,0.1782827483118598
641,0.017838187689496954
642,-0.12059404298313889
643,1.667934953091463
644,0.0908935369963308
645,0.4778479772396205
646,-0.6118952312347347
647,0.33240809903513546
648,1.0819340115100329
649,0.8505199100667905
650,-0.765873346310352
651,-0.011696991916066227
652,-1.332460560043947
653,-0.2815330834217565
654,-0.305407427215853
655,0.4776440299642806
656,-0.6602680984350734
657,1.449203408893002
658,-0.845646323421912
659,-0.30177850711162146
660,1.5270982951110483
661,0.4202918188046218
662,0.3591290387947694
663,0.2398290309641871
664,0.7360371329260444
665,1.1397635256827785
666,1.2092750779091268
667,0.5248085962113725
668,-0.6331977566510808
669,-0.714356485351948
670,-0.12639590103514362
671,-1.006580902939975
672,3.338172497480799
673,1.5671192097543984
674,-1.440954585316592
675,2.063177180178591
676,2.2317282867420087
677,0.9499365163168235
678,0.5803248994694132
679,0.3671938400775968
680,-1.2316424039320055
681,2.117293144620966
682,-0.47395669284737857
683,-1.6098353115186144
684,-0.4781359815082508
685,0.6828418843522932
686,1.8963447285641846
687,0.49137645654645284
688,0.4056374964568711
689,0.8150894515717275
690,0.9515350059594362
691,0.3818763366121255
692,-1.7952690886711082
693,0.5283490183341688
694,-0.8493601667887912
695,1.5774536620682977
696,-0.621792341068204
697,-3.2119157023764324
698,-0.8881078657477952
699,1.395206327219553
700,-0.15099121090749745
701,0.2544442595105565
702,4.292209671062916
703,-0.7966419424629663
704,-0.9764396963661396
705,-0.1999867698572103
706,-0.8001054585323545
707,1.9442652343804272
708,-2.4364947839862
709,0.7060224570360901
710,0.8761328421196494
711,-0.4021760518260253
712,1.9288527021573543
713,-0.19564659212760183
714,1.7503971146505362
715,0.2010431359805773
716,0.7183817030346441
717,0.760817416574845
718,-1.1842565804103335
719,1.2875196791886896
720,0.36917294380595106
721,-0.36520425168617215
722,1.0026472397705846
723,-0.019993200014397167
724,-2.4040143970474013
725,1.4868844595925474
726,1.3327799279772081
727,0.6673769360106843
728,0.20424368998846165
729,0.6333627054449327
730,1.2741264516512258
731,0.25475667501622545
732,0.5422259694697154
733,-0.5278728866579514
734,0.7412115958882781
735,0.1293884335848238
736,2.1310184833089503
737,-0.3057520398957048
738,0.6272170361695926
739,0.5632508446565574
740,-0.10712920836687725
741,-0.7579102904029459
742,1.741438094463134
743,0.6670250110711526
